"","Suggested.Symbol","U1","S1","U2","S2","U3","S3","U4","S4","U5","S5","U6","S6","U7","S7","U8","S8","U9","S9","U10","S10","U11","S11","name","ID"
"4581","CNOT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNOT10","Q9H9A5"
"4582","LRRC40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.3,NA,169.84,NA,NA,NA,NA,NA,"LRRC40","Q9H9A6"
"4583","SFXN1",3734.8,516.6,NA,NA,5329.4,NA,3806.5,NA,NA,NA,7218.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.67,"SFXN1","Q9H9B4"
"4584","COG4",NA,647.1,NA,NA,236.16,NA,NA,1588.2,NA,NA,NA,373.03,NA,NA,NA,1339.6,NA,NA,NA,692.47,NA,NA,"COG4","Q9H9E3"
"4585","VPS37B",5973.8,2035.6,NA,4492.6,4097.4,1264.8,19184,17521,NA,2406.2,NA,1983.1,31244,10901,36620,14180,52592,8892.6,7766.9,5179.8,7961.3,3870.4,"VPS37B","Q9H9H4"
"4586","MRPL44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRPL44","Q9H9J2"
"4587","COPS7B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.53,NA,4345.1,NA,1948,NA,572.31,NA,660.55,NA,"COPS7B","Q9H9Q2"
"4588","CAB39L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAB39L","Q9H9S4"
"4589","POLR1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLR1B","Q9H9Y6"
"4590","FN3KRP",NA,NA,NA,NA,2431.7,1929.8,1154.9,NA,NA,NA,9178.2,2307.1,688.66,NA,1957.9,1723,1126.6,NA,NA,NA,765.44,383.98,"FN3KRP","Q9HA64"
"4591","CALHM2",6370.4,NA,NA,NA,8635.1,NA,12122,NA,NA,NA,NA,NA,2035.1,NA,NA,NA,13756,NA,NA,NA,1464.2,NA,"CALHM2","Q9HA72"
"4592","PPCS",NA,NA,NA,NA,NA,NA,902.72,NA,2794.1,NA,NA,NA,720.12,NA,2780.1,NA,809.94,NA,NA,NA,NA,NA,"PPCS","Q9HAB8"
"4593","C17orf75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C17orf75","Q9HAS0"
"4594","SLC28A3",9479.8,1753.5,8699.7,2839.6,75536,15596,19497,9114.8,6912.6,2664.2,6601.3,37538,47422,26879,5458.1,NA,29815,NA,8479.1,1557.1,26585,7265,"SLC28A3","Q9HAS3"
"4595","PLEKHA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLEKHA5","Q9HAU0"
"4596","UPF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UPF2","Q9HAU5"
"4597","GNB4",105740,10310,58833,5449.9,202250,9727.8,210640,26151,90286,NA,37970,34737,135000,NA,119530,NA,513460,4396.8,60413,4973.9,60306,3449.8,"GNB4","Q9HAV0"
"4598","XPO5",NA,NA,NA,NA,NA,NA,NA,NA,450.12,NA,115.84,NA,NA,2322.4,541.36,NA,NA,NA,NA,NA,NA,NA,"XPO5","Q9HAV4"
"4599","GRPEL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRPEL1","Q9HAV7"
"4600","MYG1",NA,NA,NA,NA,NA,NA,105.94,NA,815.16,NA,NA,NA,1117.7,NA,7038.5,NA,3219.9,NA,847.43,NA,1947.7,NA,"C12orf10","Q9HB07"
"4601","SCPEP1",NA,NA,NA,NA,NA,710.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCPEP1","Q9HB40"
"4602","CACYBP",2032.7,NA,4517.6,NA,3837.9,NA,1340.2,NA,30252,NA,NA,NA,663.09,NA,7857,NA,4221.1,NA,NA,NA,597.37,NA,"CACYBP","Q9HB71"
"4603","RRAGC",NA,NA,542.5,NA,5711.1,NA,5117.7,NA,9108.2,NA,5367.8,NA,2352.7,NA,10472,NA,1019.5,NA,NA,NA,NA,NA,"RRAGC","Q9HB90"
"4604","TRPV4",NA,NA,NA,NA,NA,NA,NA,250.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRPV4","Q9HBA0"
"4605","IFT122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFT122","Q9HBG6"
"4606","RHOF",NA,NA,NA,4313.6,5465,NA,9527.5,28281,NA,NA,NA,NA,7783.5,NA,1836.3,NA,98138,10545,2535.7,NA,10965,NA,"RHOF","Q9HBH0"
"4607","RDH14",9086,958.82,4774.1,NA,7255,NA,4254.9,NA,5659.2,NA,8227.7,NA,382.74,NA,NA,NA,2791.4,NA,NA,NA,308.32,NA,"RDH14","Q9HBH5"
"4608","PARVG",NA,NA,10615,NA,NA,NA,1872.9,NA,NA,NA,4742.4,NA,1276.6,NA,4434,NA,18348,NA,722.28,NA,1605.8,NA,"PARVG","Q9HBI0"
"4609","PARVB",982.18,NA,NA,NA,1334.6,NA,1696.5,NA,938.85,NA,6737.6,NA,483.57,NA,1017.9,NA,3124.7,NA,NA,NA,1445.4,NA,"PARVB","Q9HBI1"
"4610","AS3MT",NA,NA,NA,NA,129.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AS3MT","Q9HBK9"
"4611","VEZT",930.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEZT","Q9HBM0"
"4612","SLC38A10",2414.3,NA,620.31,NA,1630.7,NA,1087.3,NA,416.5,NA,2062.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.34,NA,"SLC38A10","Q9HBR0"
"4613","TMEM165",69687,25656,8853.5,10108,78041,9518.1,69116,7292.3,39085,16631,21833,7689.5,49210,NA,10128,NA,5286.4,NA,36905,NA,13128,NA,"TMEM165","Q9HC07"
"4614","NOD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.1,NA,NA,NA,NA,NA,"NOD2","Q9HC29"
"4615","EML4",851.14,NA,NA,NA,NA,NA,196.97,NA,574.44,NA,6561.8,NA,146.42,NA,880.37,NA,350.42,NA,NA,NA,NA,NA,"EML4","Q9HC35"
"4616","GLOD4",NA,542.05,3132.9,NA,2022.6,1016,9461.7,1281.5,NA,993.8,1191.6,713,4946.2,1088.8,15365,1321.8,15135,NA,2131.9,NA,6339.1,1302.7,"GLOD4","Q9HC38"
"4617","MUC5B",NA,NA,NA,1361.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.68,2309.5,NA,761.65,NA,NA,"MUC5B","Q9HC84"
"4618","GPR35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5482.9,NA,NA,NA,NA,NA,"GPR35","Q9HC97"
"4619","SPON1",1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193.4,NA,NA,NA,2720.5,NA,NA,NA,NA,NA,NA,NA,"SPON1","Q9HCB6"
"4620","MCCC2",NA,343.49,NA,NA,NA,NA,NA,NA,171.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410.6,"MCCC2","Q9HCC0"
"4621","TANC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TANC2","Q9HCD6"
"4622","MOV10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.92,NA,NA,NA,NA,NA,NA,NA,"MOV10","Q9HCE1"
"4623","SMURF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMURF1","Q9HCE7"
"4624","CPNE5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CPNE5","Q9HCH3"
"4625","SYTL2",NA,NA,NA,NA,NA,NA,1532.9,NA,NA,NA,NA,NA,545.35,NA,2155.8,449.21,NA,NA,516.93,NA,164.15,NA,"SYTL2","Q9HCH5"
"4626","ANKH",4599.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANKH","Q9HCJ1"
"4627","PLXNA4",471.97,37.383,3884.8,132.79,1617.3,NA,655.85,31.62,334.83,NA,NA,241.16,727.98,483.15,73.355,NA,1371,NA,184.97,NA,7777,2899.2,"PLXNA4","Q9HCM2"
"4628","EPB41L5",NA,NA,4326.4,NA,NA,NA,780.42,NA,6237.3,NA,NA,NA,NA,NA,724.88,NA,7882.4,NA,NA,NA,NA,NA,"EPB41L5","Q9HCM4"
"4629","PGAP6",NA,NA,NA,NA,1078.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM8A","Q9HCN3"
"4630","SDF2L1",7002.2,NA,1842.9,NA,10271,NA,8387.2,NA,4687.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SDF2L1","Q9HCN8"
"4631","CSNK1G1",NA,NA,3565.1,NA,3670.3,230.25,6154.2,760.7,NA,189.86,2589.5,NA,6704.4,2382.3,6082.8,NA,27014,NA,876.66,NA,2980.3,NA,"CSNK1G1","Q9HCP0"
"4632","EPB41L4A",200.21,NA,NA,NA,NA,NA,93.391,NA,1119.1,NA,NA,NA,279.24,NA,73.117,NA,6572.8,NA,28.463,NA,214.33,NA,"EPB41L4A","Q9HCS5"
"4633","CD248",2214.6,2677.7,22419,8861.8,3100.9,NA,17483,3597,6028.2,676.11,2637,NA,13753,3587.8,2422.3,NA,37671,1413.4,12763,558.16,6939.6,1053,"CD248","Q9HCU0"
"4634","PREB",19784,1419,5336.7,NA,16107,NA,7580,NA,5741.4,NA,10907,NA,547.19,NA,270.49,NA,NA,NA,175.36,NA,3168.2,912.05,"PREB","Q9HCU5"
"4635","S100A14",NA,1452.9,NA,4576.5,NA,NA,8177,3745.4,25700,64227,NA,NA,70530,27448,25803,2931.6,54883,4297.9,931.2,NA,6152.5,2567.3,"S100A14","Q9HCY8"
"4636","ATP13A1",17717,1038.8,4272.8,NA,9814.3,NA,10584,424.63,5814.3,NA,3665.3,NA,1898.7,NA,273.34,NA,452.26,NA,1112.1,NA,15115,404.79,"ATP13A1","Q9HD20"
"4637","MRPL47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRPL47","Q9HD33"
"4638","CHMP1A",NA,NA,NA,NA,2256.9,NA,5036.7,6253.9,NA,NA,NA,NA,2269.3,NA,11000,5996.8,7338.9,NA,NA,NA,2543.2,NA,"CHMP1A","Q9HD42"
"4639","TM9SF3",74490,13932,5850.8,2401.9,16498,2710.3,25116,4283.8,35018,3705.4,27801,741.48,10477,1159.8,7616.3,697.09,3202.4,NA,4204.4,NA,1692.7,647.74,"TM9SF3","Q9HD45"
"4640","MYO10",NA,NA,NA,NA,NA,NA,NA,NA,1031.6,NA,NA,NA,NA,NA,1136.3,NA,104.03,NA,NA,NA,NA,NA,"MYO10","Q9HD67"
"4641","APMAP",NA,NA,135520,27999,122570,14922,109380,24850,150990,3682.2,NA,NA,NA,NA,NA,NA,6508.7,1252.5,NA,NA,NA,NA,"APMAP","Q9HDC9"
"4642","TXNRD2",NA,NA,NA,NA,NA,NA,NA,NA,2551.3,NA,352.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TXNRD2","Q9NNW7"
"4643","CD209",NA,NA,NA,NA,1574.9,NA,5704.5,535.7,NA,NA,NA,NA,1003.6,NA,NA,NA,NA,NA,358.04,NA,NA,NA,"CD209","Q9NNX6"
"4644","ABCB6",1902.7,NA,NA,NA,8444.1,266.77,9779.5,NA,2318.2,NA,7709.3,NA,3455.1,NA,253.23,NA,52.323,NA,95.425,NA,12443,1282.2,"ABCB6","Q9NP58"
"4645","SLC40A1",4380.5,NA,NA,NA,32583,1272.9,6197.1,1093,7898.7,NA,27806,6090.1,1423.6,NA,NA,NA,1485.5,NA,357.15,NA,1397.6,633.25,"SLC40A1","Q9NP59"
"4646","RAB18",21569,NA,NA,NA,44363,1710.4,49027,5380.4,NA,NA,NA,NA,26800,NA,39749,3477.7,52896,NA,7835.2,NA,20953,NA,"RAB18","Q9NP72"
"4647","ALG13",237.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALG13","Q9NP73"
"4648","VTA1",13451,9287.4,9949.8,9081.6,36739,10001,42745,24014,11787,2324.9,NA,15341,39776,8615.7,95463,25912,55571,3151.5,21717,4381.9,34350,9320.3,"VTA1","Q9NP79"
"4649","PNPLA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNPLA8","Q9NP80"
"4650","SARS2",NA,635.21,NA,2009.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452.1,"SARS2","Q9NP81"
"4651","DYNLRB1",177.86,NA,NA,NA,10993,4912.7,23493,9040.3,10816,NA,NA,9348.4,12646,NA,17353,NA,2141.3,NA,5394.2,NA,12942,3613.5,"DYNLRB1","Q9NP97"
"4652","TREM1",4445.8,NA,5194.9,NA,NA,NA,1490.2,NA,1419.9,NA,NA,NA,1950.5,NA,9050.6,NA,9252.2,NA,633.29,NA,2001.1,NA,"TREM1","Q9NP99"
"4653","EMC7",14035,NA,3728.2,NA,3504.2,NA,NA,NA,NA,NA,4274.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMC7","Q9NPA0"
"4654","CHST11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHST11","Q9NPF2"
"4655","ADAP2",NA,NA,NA,NA,1671.8,NA,539.93,NA,NA,NA,NA,NA,103.47,NA,6906.3,NA,17346,NA,NA,NA,NA,NA,"ADAP2","Q9NPF8"
"4656","PCDH12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.4,513.27,NA,NA,NA,NA,NA,NA,"PCDH12","Q9NPG4"
"4657","ZDHHC4",1362.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZDHHC4","Q9NPG8"
"4658","ISYNA1",NA,NA,NA,NA,2254.4,NA,1798.4,NA,5054.6,NA,NA,NA,6330,NA,100390,NA,47094,NA,495.46,NA,10628,NA,"ISYNA1","Q9NPH2"
"4659","IL1RAP",NA,1147.9,NA,1198.4,NA,NA,1938,1799.5,NA,NA,NA,1335.2,3316.2,3026,2747.8,NA,4746.3,NA,167.41,NA,1470.3,578.6,"IL1RAP","Q9NPH3"
"4660","TMEM138",10885,NA,9590.3,NA,14925,NA,8031.8,NA,12769,NA,7968.7,NA,5990.1,NA,NA,NA,6858.3,NA,2637.9,NA,2126.4,NA,"TMEM138","Q9NPI0"
"4661","BRD7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRD7","Q9NPI1"
"4662","DCP1A",NA,NA,NA,NA,NA,NA,NA,NA,2745.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DCP1A","Q9NPI6"
"4663","TIMMDC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TIMMDC1","Q9NPL8"
"4664","RIC8A",NA,NA,4067.2,NA,1973.8,NA,3088.4,NA,NA,NA,3988,682.2,2749.6,685.01,1438.6,NA,950.71,NA,427.2,NA,296.16,NA,"RIC8A","Q9NPQ8"
"4665","SEMA4B",NA,NA,NA,NA,NA,NA,NA,NA,472.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEMA4B","Q9NPR2"
"4666","CD93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD93","Q9NPY3"
"4667","SLAMF7",NA,NA,NA,NA,NA,NA,1714.2,NA,NA,NA,NA,NA,3214.6,NA,3740.5,NA,11464,NA,NA,NA,NA,NA,"SLAMF7","Q9NQ25"
"4668","ESM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESM1","Q9NQ30"
"4669","TMEM9B",NA,NA,NA,NA,1238.7,NA,NA,NA,NA,NA,4207.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM9B","Q9NQ34"
"4670","SLC52A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC52A3","Q9NQ40"
"4671","LZTFL1",NA,NA,NA,NA,NA,NA,992.67,NA,2067.1,NA,NA,NA,462.58,NA,758.7,NA,958.6,NA,NA,NA,242.05,NA,"LZTFL1","Q9NQ48"
"4672","PLCB1",7295.8,786.21,3764.7,NA,19005,1005.5,9067.9,NA,1849.2,NA,5437.1,2320.7,15702,6496.7,NA,NA,20228,NA,10554,NA,5978.5,746.31,"PLCB1","Q9NQ66"
"4673","CRTAC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.45,NA,258.29,NA,NA,NA,399.04,NA,NA,NA,"CRTAC1","Q9NQ79"
"4674","GPRC5C",14064,2611.5,2647.1,19902,12862,8915.8,19514,110710,1177,15356,1380,18850,91714,63176,32521,50648,16162,3518.3,36551,84317,12691,9846.1,"GPRC5C","Q9NQ84"
"4675","TIGAR",NA,NA,NA,NA,NA,NA,1492.8,NA,1959.3,NA,NA,NA,1317.1,NA,3885.8,1659.6,4021.8,NA,785.98,NA,930.23,NA,"TIGAR","Q9NQ88"
"4676","RTN4",208580,33292,54822,21845,110340,20547,79822,18510,114590,12018,NA,NA,38006,4629.7,14226,1019.5,18544,889.71,25719,2111.4,30606,3932.1,"RTN4","Q9NQC3"
"4677","HINT3",NA,NA,4819.4,NA,9446.1,NA,7119.7,NA,NA,NA,NA,NA,10204,NA,30467,NA,7937.2,NA,1449,NA,11538,NA,"HINT3","Q9NQE9"
"4678","MANBAL",8853.8,NA,4137.3,NA,7287.3,NA,3273.4,NA,NA,NA,3849.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MANBAL","Q9NQG1"
"4679","RPRD1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2076.2,NA,NA,NA,NA,NA,NA,NA,"RPRD1B","Q9NQG5"
"4680","PFDN4",NA,NA,NA,NA,NA,NA,1588.5,NA,NA,NA,NA,NA,NA,NA,11519,NA,1559.3,NA,804.73,NA,NA,NA,"PFDN4","Q9NQP4"
"4681","NIT2",NA,NA,NA,NA,NA,NA,7397.5,NA,1734.8,1904.8,NA,NA,6488,NA,NA,NA,11108,NA,170.95,NA,6201.1,NA,"NIT2","Q9NQR4"
"4682","NECTIN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PVRL3","Q9NQS3"
"4683","EXOSC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EXOSC5","Q9NQT4"
"4684","KIF13B",NA,NA,NA,NA,NA,NA,484.98,NA,NA,NA,NA,NA,489.95,17082,3694.7,NA,1303.8,NA,NA,NA,620.08,NA,"KIF13B","Q9NQT8"
"4685","PAK6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAK6","Q9NQU5"
"4686","XPNPEP1",NA,NA,638.45,NA,4014.4,NA,7140.6,NA,1350.5,NA,1267.1,NA,3725.6,NA,11802,6506.9,16183,NA,4451.5,NA,1578,NA,"XPNPEP1","Q9NQW7"
"4687","MYO5C",NA,NA,NA,NA,NA,131.97,229.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYO5C","Q9NQX4"
"4688","NPDC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPDC1","Q9NQX5"
"4689","BIRC6",NA,NA,NA,434.51,NA,NA,NA,NA,NA,2110.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIRC6","Q9NR09"
"4690","CD163L1",NA,NA,NA,NA,NA,NA,990.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.384,NA,"CD163L1","Q9NR16"
"4691","ACSS2",NA,NA,NA,NA,NA,NA,NA,NA,418.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACSS2","Q9NR19"
"4692","DIABLO",NA,NA,NA,NA,NA,NA,2326.4,NA,2867.4,NA,1954.3,NA,981.21,NA,NA,NA,1250.7,NA,NA,NA,NA,NA,"DIABLO","Q9NR28"
"4693","SAR1A",21990,25427,3794.1,9141.8,32754,127040,12596,34807,15061,11182,NA,NA,4201.1,1951.2,23400,9860.4,23966,1949.9,1917.2,NA,3275.4,2141.3,"SAR1A","Q9NR31"
"4694","MAN1C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAN1C1","Q9NR34"
"4695","NANS",1085.9,NA,1817.4,NA,4021.9,NA,3364.9,NA,9107.2,NA,3472.1,NA,2469.7,NA,6650.7,6068.6,18763,NA,NA,NA,351.62,NA,"NANS","Q9NR45"
"4696","SH3GLB2",NA,NA,396.9,NA,NA,NA,NA,NA,1744.4,NA,550.74,NA,NA,NA,565.29,NA,NA,NA,NA,NA,NA,NA,"SH3GLB2","Q9NR46"
"4697","PXMP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PXMP2","Q9NR77"
"4698","MXRA5",3024.7,11019,NA,NA,941.27,5960.1,NA,NA,NA,NA,NA,NA,598.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MXRA5","Q9NR99"
"4699","PDGFC",NA,NA,NA,NA,NA,NA,976.87,NA,NA,NA,NA,NA,359.3,NA,NA,NA,5739.9,NA,1192.7,NA,NA,NA,"PDGFC","Q9NRA1"
"4700","CHST12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHST12","Q9NRB3"
"4701","ST7",939.63,NA,197.81,NA,36.271,NA,NA,NA,493.88,NA,293.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST7","Q9NRC1"
"4702","DUOX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUOX1","Q9NRD9"
"4703","CTPS2",NA,NA,NA,NA,NA,NA,373.2,NA,NA,NA,NA,NA,154.23,NA,1077.7,NA,604.04,NA,NA,NA,NA,NA,"CTPS2","Q9NRF8"
"4704","OLFML3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.31,2544.2,NA,NA,NA,NA,NA,NA,"OLFML3","Q9NRN5"
"4705","AASDHPPT",NA,NA,NA,NA,1461,NA,NA,NA,NA,NA,2221,NA,NA,NA,2596.8,NA,1445.9,NA,NA,NA,NA,NA,"AASDHPPT","Q9NRN7"
"4706","OSTC",145020,21278,55177,13985,126940,11839,98441,18999,53701,5966.9,84412,16106,24264,3222.3,6120.2,NA,3122.2,NA,17163,5295.2,41602,11194,"OSTC","Q9NRP0"
"4707","PLSCR4",NA,1520.5,5314.4,2036.5,NA,4013.8,30943,3643.5,6991,1062.8,5885.1,7576.4,21678,5916.6,2476.4,NA,36131,NA,2906.6,NA,14433,1776.9,"PLSCR4","Q9NRQ2"
"4708","CDC42SE2",20701,NA,NA,27182,37168,NA,39699,NA,NA,NA,21124,NA,46942,NA,48988,NA,155550,20431,NA,NA,50530,NA,"CDC42SE2","Q9NRR3"
"4709","CDC42SE1",39381,NA,55065,6458.2,65965,NA,33378,NA,41859,NA,51244,NA,25052,NA,83731,11650,140390,NA,12985,NA,28440,NA,"CDC42SE1","Q9NRR8"
"4710","TMPRSS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMPRSS4","Q9NRS4"
"4711","HEBP1",30639,3490.7,5756.6,3326.2,51476,3953.5,54028,5505.8,22148,NA,5381.8,11997,NA,NA,37998,3976.2,59336,1149.1,9013,NA,10359,NA,"HEBP1","Q9NRV9"
"4712","RAB6B",9214.8,25158,NA,24938,14083,18368,54322,43468,NA,NA,NA,NA,65949,35073,NA,NA,81900,19229,12129,17263,34908,24034,"RAB6B","Q9NRW1"
"4713","APOBEC3C",3581.8,205.23,3028.9,NA,13390,703.17,2730.8,NA,1885.5,NA,12058,1677.1,3578.3,NA,180.86,NA,8121.8,NA,238.33,NA,151.62,NA,"APOBEC3C","Q9NRW3"
"4714","DUSP22",NA,NA,NA,NA,NA,NA,482.65,NA,NA,NA,NA,NA,NA,NA,541.04,NA,946.44,NA,NA,NA,NA,NA,"DUSP22","Q9NRW4"
"4715","VPS45",9851.2,257.65,1744.7,NA,4733.5,NA,1860.8,NA,19126,285.48,5551.7,266.9,252.85,NA,3893.1,NA,1779.9,NA,NA,NA,1938,108.47,"VPS45","Q9NRW7"
"4716","PHPT1",4264.3,NA,NA,NA,11297,2331.2,27106,NA,NA,NA,NA,NA,7326.9,1048.4,8750.4,NA,13397,NA,6947.7,NA,7819.4,NA,"PHPT1","Q9NRX4"
"4717","SERINC1",6448.6,NA,NA,NA,7800.1,NA,10390,NA,9622.7,NA,NA,NA,6141.2,NA,14893,NA,5985.1,NA,NA,NA,8667.6,NA,"SERINC1","Q9NRX5"
"4718","ARHGAP35",NA,NA,NA,NA,NA,NA,169.58,NA,276.7,NA,NA,NA,NA,NA,NA,NA,445.66,NA,NA,NA,NA,NA,"ARHGAP35","Q9NRY4"
"4719","FAM114A2",NA,NA,NA,NA,NA,1426.1,NA,NA,NA,NA,821.07,1967.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAM114A2","Q9NRY5"
"4720","PLSCR3",51539,12178,49664,7079.2,56949,6140.3,68250,15560,39687,1588.2,31087,10779,79023,13086,86253,13565,175120,9675.1,32606,2899.9,56227,9790.9,"PLSCR3","Q9NRY6"
