"","value","name","ID","patient_1","patient_2","patient_3","patient_4","patient_5","patient_6","patient_7","patient_8","patient_9","patient_10","patient_11","C1","C2","C3","C4","C5"
"1857","SNRPD3","SNRPD3","P62318",0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"1858","RAB1A","RAB1A","P62820",0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0
"1859","TUBA4A","TUBA4A","P68366",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"1860","ATP11A","ATP11A","P98196",0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1
"1861","OGDH","OGDH","Q02218",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"1862","MAP2K1","MAP2K1","Q02750",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"1863","LIPE","LIPE","Q05469",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1864","COL14A1","COL14A1","Q05707",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1865","SCRN1","SCRN1","Q12765",0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0
"1866","MTAP","MTAP","Q13126",0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0
"1867","EIF3I","EIF3I","Q13347",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"1868","UBE2V1","UBE2V1","Q13404",0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"1869","RAB32","RAB32","Q13637",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1870","CAPS","CAPS","Q13938",0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
"1871","HNRNPD","HNRNPD","Q14103",0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0
"1872","GIT2","GIT2","Q14161",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1873","TRIM25","TRIM25","Q14258",0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
"1874","PLS1","PLS1","Q14651",0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
"1875","LBR","LBR","Q14739",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1876","GPNMB","GPNMB","Q14956",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"1877","ELOC","TCEB1","Q15369",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"1878","RSU1","RSU1","Q15404",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"1879","LTB4R","LTB4R","Q15722",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"1880","ETFDH","ETFDH","Q16134",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1881","DDB1","DDB1","Q16531",0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0
"1882","ACKR1","ACKR1","Q16570",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1883","DECR1","DECR1","Q16698",0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0
"1884","TMEM176B","TMEM176B","Q3YBM2",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1885","TMEM67","TMEM67","Q5HYA8",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
"1886","FAM102B","FAM102B","Q5T8I3",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1887","WASHC2C","FAM21C","Q9Y4E1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1888","MOXD1","MOXD1","Q6UVY6",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1889","POGLUT3","KDELC2","Q7Z4H8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1890","PROM2","PROM2","Q8N271",0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0
"1891","NAXE","APOA1BP","Q8NCW5",0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
"1892","GPR156","GPR156","Q8NFN8",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
"1893","PRXL2B","FAM213B","Q8TBF2",0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"1894","SPPL2A","SPPL2A","Q8TCT8",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"1895","MZB1","MZB1","Q8WU39",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1896","DDX1","DDX1","Q92499",0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
"1897","DOCK2","DOCK2","Q92608",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1898","RIT1","RIT1","Q92963",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1899","ERLEC1","ERLEC1","Q96DZ1",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"1900","MVB12A","MVB12A","Q96EY5",0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
"1901","CHMP6","CHMP6","Q96FZ7",0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0
"1902","PDLIM5","PDLIM5","Q96HC4",0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"1903","SUCLG2","SUCLG2","Q96I99",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1904","DERL3","DERL3","Q96Q80",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1905","SERINC2","SERINC2","Q96SA4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1906","MGLL","MGLL","Q99685",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1907","NAPG","NAPG","Q99747",0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
"1908","ACO2","ACO2","Q99798",0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
"1909","TUBGCP2","TUBGCP2","Q9BSJ2",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"1910","TUBB2B","TUBB2B","Q9BVA1",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1911","CHMP4A","CHMP4A","Q9BY43",0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
"1912","SIGLEC1","SIGLEC1","Q9BZZ2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1913","STRADB","STRADB","Q9C0K7",0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
"1914","TOLLIP","TOLLIP","Q9H0E2",0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0
"1915","CYSTM1","CYSTM1","Q9H1C7",0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
"1916","TLNRD1","MESDC1","Q9H1K6",0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
"1917","CLEC4M","CLEC4M","Q9H2X3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1918","CHMP4B","CHMP4B","Q9H444",0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0
"1919","RHOF","RHOF","Q9HBH0",0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
"1920","S100A14","S100A14","Q9HCY8",0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0
"1921","CHMP1A","CHMP1A","Q9HD42",0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
"1922","CD209","CD209","Q9NNX6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1923","IL1RAP","IL1RAP","Q9NPH3",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"1924","TMEM30A","TMEM30A","Q9NV96",0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0
"1925","EVA1B","EVA1B","Q9NVM1",0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
"1926","PSENEN","PSENEN","Q9NZ42",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"1927","GLTP","GLTP","Q9NZD2",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"1928","PLAC8","PLAC8","Q9NZF1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1929","CHMP5","CHMP5","Q9NZZ3",0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
"1930","MACROH2A2","H2AFY2","Q9P0M6",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"1931","DIP2B","DIP2B","Q9P265",0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0
"1932","EIF3K","EIF3K","Q9UBQ5",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"1933","DMBT1","DMBT1","Q9UGM3",0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"1934","CLEC2D","CLEC2D","Q9UHP7",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"1935","ERG28","C14orf1","Q9UKR5",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"1936","PACSIN3","PACSIN3","Q9UKS6",0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
"1937","SLC7A7","SLC7A7","Q9UM01",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1938","MYO6","MYO6","Q9UM54",0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0
"1939","CHMP3","CHMP3","Q9Y3E7",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0
"1940","TLN2","TLN2","Q9Y4G6",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1941","SAMM50","SAMM50","Q9Y512",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1942","CD2AP","CD2AP","Q9Y5K6",0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
"1943","ATP6V1D","ATP6V1D","Q9Y5K8",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"1944","SNX9","SNX9","Q9Y5X1",0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"1945","SPCS1","SPCS1","Q9Y6A9",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1946","SQOR","SQRDL","Q9Y6N5",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1947","IGHV1OR15-1","IGHV1OR15-1","A0A075B7D0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1948","TUBAL3","TUBAL3","A6NHL2",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"1949","ESPN","ESPN","B1AK53",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1950","PRMT5","PRMT5","O14744",0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"1951","OPLAH","OPLAH","O14841",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1952","SPTBN2","SPTBN2","O15020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1953","INPP4B","INPP4B","O15327",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1954","PSMD3","PSMD3","O43242",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"1955","ZNRD2","SSSCA1","O60232",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1956","PRPSAP2","PRPSAP2","O60256",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
"1957","FCGR3B","FCGR3B","O75015",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1958","OAT","OAT","P04181",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1959","HNRNPC","HNRNPC","P07910",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1960","FH","FH","P07954",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"1961","THBS1","THBS1","P07996",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1962","CLTA","CLTA","P09496",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1963","UCHL1","UCHL1","P09936",0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
"1964","HAPLN1","HAPLN1","P10915",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1965","IFI30","IFI30","P13284",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"1966","TPT1","TPT1","P13693",0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0
"1967","FDPS","FDPS","P14324",0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0
"1968","AKR1B1","AKR1B1","P15121",0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
"1969","CTPS1","CTPS1","P17812",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1970","NCL","NCL","P19338",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1971","PTMS","PTMS","P20962",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1972","HMGB2","HMGB2","P26583",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1973","S100A2","S100A2","P29034",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1974","DDT","DDT","P30046",0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
"1975","SDC4","SDC4","P31431",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"1976","SFN","SFN","P31947",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"1977","S100A11","S100A11","P31949",0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
"1978","RPA3","RPA3","P35244",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1979","FUS","FUS","P35637",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1980","COL15A1","COL15A1","P39059",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"1981","GARS1","GARS","P41250",0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"1982","LRPPRC","LRPPRC","P42704",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1983","ECE1","ECE1","P42892",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1984","RANBP1","RANBP1","P43487",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"1985","PSMD8","PSMD8","P48556",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1986","COMP","COMP","P49747",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1987","EIF2B2","EIF2B2","P49770",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"1988","LRBA","LRBA","P50851",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1989","ARFIP1","ARFIP1","P53367",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"1990","SEC24C","SEC24C","P53992",0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"1991","YARS1","YARS","P54577",0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
"1992","TPD52","TPD52","P55327",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1993","CCL18","CCL18","P55774",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1994","DEFA3","DEFA3","P59666",0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0
"1995","VBP1","VBP1","P61758",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1996","AP1S1","AP1S1","P61966",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1997","RBX1","RBX1","P62877",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1998","VAMP2","VAMP2","P63027",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"1999","PPP2R2A","PPP2R2A","P63151",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2000","IFI35","IFI35","P80217",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2001","SORD","SORD","Q00796",0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
"2002","SET","SET","Q01105",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2003","ACY1","ACY1","Q03154",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2004","SSBP1","SSBP1","Q04837",0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
"2005","KLC1","KLC1","Q07866",0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0
"2006","LAMTOR4","LAMTOR4","Q0VGL1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2007","WASHC5","KIAA0196","Q12768",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2008","ILF2","ILF2","Q12905",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2009","PABPC4","PABPC4","Q13310",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2010","CUL1","CUL1","Q13616",0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"2011","GFUS","TSTA3","Q13630",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2012","DDX39B","DDX39B","Q13838",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"2013","CAPRIN1","CAPRIN1","Q14444",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2014","FXYD3","FXYD3","Q14802",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2015","PSMD6","PSMD6","Q15008",0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"2016","PAFAH1B3","PAFAH1B3","Q15102",0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
"2017","FCN2","FCN2","Q15485",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
"2018","IGFBP7","IGFBP7","Q16270",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2019","DPYSL2","DPYSL2","Q16555",0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0
"2020","PRSS8","PRSS8","Q16651",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"2021","LAMA3","LAMA3","Q16787",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2022","LACTB2","LACTB2","Q53H82",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2023","PYCR3","PYCRL","Q53H96",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"2024","CROCC","CROCC","Q5TZA2",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"2025","BLTP3A","UHRF1BP1","Q6BDS2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2026","VWA1","VWA1","Q6PCB0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2027","NAPRT","NAPRT","Q6XQN6",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"2028","ATG9A","ATG9A","Q7Z3C6",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2029","SRGAP1","SRGAP1","Q7Z6B7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2030","WDFY1","WDFY1","Q8IWB7",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"2031","UBR1","UBR1","Q8IWV7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2032","CMYA5","CMYA5","Q8N3K9",0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"2033","MROH1","MROH1","Q8NDA8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2034","SPOCK2","SPOCK2","Q92563",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2035","HSPH1","HSPH1","Q92598",0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"2036","KLK6","KLK6","Q92876",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2037","ACSF2","ACSF2","Q96CM8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2038","OTUB1","OTUB1","Q96FW1",0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0
"2039","PERP","PERP","Q96FX8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2040","KIRREL1","KIRREL","Q96J84",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"2041","CPPED1","CPPED1","Q9BRF8",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"2042","PARD6B","PARD6B","Q9BYG5",0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
"2043","CDCP1","CDCP1","Q9H5V8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2044","NIT2","NIT2","Q9NQR4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2045","FARSB","FARSB","Q9NSD9",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"2046","CMTM6","CMTM6","Q9NX76",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2047","DPP3","DPP3","Q9NY33",0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
"2048","PCYOX1","PCYOX1","Q9UHG3",0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
"2049","PUF60","PUF60","Q9UHX1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2050","APPL1","APPL1","Q9UKG1",0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
"2051","ANGPTL2","ANGPTL2","Q9UKU9",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2052","PPP6R1","PPP6R1","Q9UPN7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2053","PA2G4","PA2G4","Q9UQ80",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"2054","SIK3","SIK3","Q9Y2K2",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2055","ACOT9","ACOT9","Q9Y305",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2056","TLN1","TLN1","Q9Y490",0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1
"2057","ENPP4","ENPP4","Q9Y6X5",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"2058","CNOT1","CNOT1","A5YKK6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2059","PSMD12","PSMD12","O00232",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"2060","FIBP","FIBP","O43427",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"2061","GSDME","DFNA5","O60443",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2062","CLDN11","CLDN11","O75508",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"2063","F10","F10","P00742",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"2064","MB","MB","P02144",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2065","F11","F11","P03951",0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
"2066","FYN","FYN","P06241",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2067","HMOX1","HMOX1","P09601",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2068","RO60","TROVE2","P10155",0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"2069","CTSA","CTSA","P10619",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2070","CD37","CD37","P11049",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"2071","COL6A3","COL6A3","P12111",0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
"2072","PRG2","PRG2","P13727",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2073","LCP1","LCP1","P13796",0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
"2074","ACP3","ACPP","P15309",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
"2075","BPI","BPI","P17213",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2076","MX2","MX2","P20592",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2077","CAST","CAST","P20810",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"2078","GPX3","GPX3","P22352",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
"2079","SFPQ","SFPQ","P23246",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2080","AXL","AXL","P30530",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2081","POLR2B","POLR2B","P30876",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2082","CASP14","CASP14","P31944",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"2083","SLC16A2","SLC16A2","P36021",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2084","STAT5A","STAT5A","P42229",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2085","NDUFV1","NDUFV1","P49821",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2086","SELENOP","SEPP1","P49908",0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
"2087","HNMT","HNMT","P50135",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2088","PSMD4","PSMD4","P55036",0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
"2089","APOC4","APOC4","P55056",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"2090","SNU13","NHP2L1","P55769",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2091","TPI1","TPI1","P60174",0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
"2092","NUTF2","NUTF2","P61970",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"2093","RPS25","RPS25","P62851",0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
"2094","ADAM17","ADAM17","P78536",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"2095","TJP1","TJP1","Q07157",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
"2096","PPP3CA","PPP3CA","Q08209",0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
"2097","DMTN","DMTN","Q08495",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2098","STK4","STK4","Q13043",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2099","FLII","FLII","Q13045",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2100","HNRNPA0","HNRNPA0","Q13151",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2101","BLMH","BLMH","Q13867",0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0
"2102","GALE","GALE","Q14376",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2103","RBM39","RBM39","Q14498",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2104","PPP2R5D","PPP2R5D","Q14738",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"2105","ACAP2","ACAP2","Q15057",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2106","PEA15","PEA15","Q15121",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2107","NONO","NONO","Q15233",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2108","ARHGAP44","ARHGAP44","Q17R89",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"2109","INF2","INF2","Q27J81",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2110","DOCK11","DOCK11","Q5JSL3",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"2111","MBLAC2","MBLAC2","Q68D91",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"2112","EMB","EMB","Q6PCB8",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"2113","NCCRP1","NCCRP1","Q6ZVX7",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"2114","DCXR","DCXR","Q7Z4W1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2115","TMEM192","TMEM192","Q8IY95",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2116","RDH10","RDH10","Q8IZV5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2117","MINK1","MINK1","Q8N4C8",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
